x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
3.375000000000000222e-02,1.125000000000000132e-03,3.296966980692170637e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
3.624999999999999750e-02,1.125000000000000132e-03,3.297931736091890684e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
3.874999999999999972e-02,1.125000000000000132e-03,3.298826735860712915e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
4.125000000000000194e-02,1.125000000000000132e-03,3.299663550897460595e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
4.375000000000000416e-02,1.125000000000000132e-03,3.300451335954122101e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
4.624999999999999944e-02,1.125000000000000132e-03,3.301197393342418422e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
4.875000000000000167e-02,1.125000000000000132e-03,3.301907586723482950e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
5.125000000000000389e-02,1.125000000000000132e-03,3.302586651157085953e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
5.374999999999999917e-02,1.125000000000000132e-03,3.303238429369437767e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
5.625000000000000139e-02,1.125000000000000132e-03,3.303866054260180931e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
5.875000000000000361e-02,1.125000000000000132e-03,3.304472091408911751e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
6.124999999999999889e-02,1.125000000000000132e-03,3.305058651290824514e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
6.375000000000000111e-02,1.125000000000000132e-03,3.305627478219372506e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
6.625000000000000333e-02,1.125000000000000132e-03,3.306180021197647534e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
6.875000000000000555e-02,1.125000000000000132e-03,3.306717490575560419e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
7.125000000000000777e-02,1.125000000000000132e-03,3.307240903489567927e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
7.374999999999999611e-02,1.125000000000000132e-03,3.307751120387607671e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
